followers,following,posts,verified,bio,profile_pic,username_length,username_digits,ratio,fake
27611,17574,2125,0,0,0,5,5,1.57,0
24261,22673,3729,1,1,1,19,4,1.07,0
1034,10301,955,0,1,0,20,3,0.1,0
36669,20238,4318,1,1,0,5,1,1.81,0
12438,26202,3778,0,1,0,17,1,0.47,0
32433,21470,325,0,1,0,20,0,1.51,0
31249,9356,1906,1,1,0,19,3,3.34,0
47098,26947,1205,0,0,0,7,3,1.75,0
14542,24628,3775,1,0,0,9,0,0.59,0
49094,15055,1964,1,0,0,7,0,3.26,0
20167,24234,2643,0,1,0,12,0,0.83,0
48161,12737,4042,0,0,0,13,4,3.78,0
1654,47931,3597,0,1,0,16,4,0.03,0
5885,25340,2758,0,1,1,18,5,0.23,0
30750,28372,544,0,0,1,9,0,1.08,0
3047,41702,479,1,0,1,10,5,0.07,0
46527,1717,1641,0,1,0,15,1,27.1,0
44653,32725,3419,0,0,0,6,2,1.36,0
24295,25207,1219,1,0,1,16,3,0.96,0
27756,45725,484,1,1,0,5,3,0.61,0
42792,40451,2577,1,0,0,9,3,1.06,0
29947,24064,289,1,1,0,14,0,1.24,0
24792,46712,732,0,1,0,7,2,0.53,0
8227,46864,4671,0,0,0,7,1,0.18,0
22410,34588,4014,1,0,1,18,0,0.65,0
6657,26245,970,0,1,0,9,4,0.25,0
23183,11214,2710,0,0,0,12,2,2.07,0
47991,48865,4230,1,0,0,17,1,0.98,0
41272,7649,4224,0,1,1,19,1,5.4,0
6442,47529,4012,1,1,1,6,2,0.14,0
49498,43717,1387,1,0,0,14,3,1.13,0
33259,21601,4252,1,0,0,11,0,1.54,0
20967,17381,957,1,1,0,13,4,1.21,0
31875,460,4608,1,0,0,18,3,69.29,0
2508,38338,2051,1,1,1,20,4,0.07,0
29686,30129,4406,0,0,0,6,3,0.99,0
24640,1340,2316,1,0,1,18,3,18.39,0
43411,24711,3964,0,0,0,6,1,1.76,0
913,26774,1612,1,1,0,11,2,0.03,0
42542,4254,1543,0,1,0,19,3,10.0,0
3031,41251,2162,1,1,0,14,0,0.07,0
3456,21408,159,0,1,1,16,3,0.16,0
24477,2180,262,0,1,1,19,1,11.23,0
12045,31611,4972,0,0,1,18,5,0.38,0
10325,36740,4208,0,0,0,9,4,0.28,0
15314,41519,3424,0,0,0,17,1,0.37,0
27,34212,4359,0,1,1,11,0,0.0,0
10261,4010,3721,0,1,0,8,0,2.56,0
792,38699,3002,0,1,1,18,1,0.02,0
42795,36837,2058,0,0,0,20,1,1.16,0
15705,10682,3273,0,0,1,6,1,1.47,0
33910,19407,673,0,0,0,17,5,1.75,0
29235,41276,3817,1,1,0,17,5,0.71,0
43338,14548,4740,0,0,0,7,1,2.98,0
35733,2475,4973,1,0,0,10,5,14.44,0
19263,38991,2406,1,1,1,9,1,0.49,0
22364,33548,4753,1,1,0,17,1,0.67,0
19863,3189,2218,0,0,1,16,2,6.23,0
37522,47057,1377,1,1,0,18,3,0.8,0
3444,31863,1769,0,0,1,13,3,0.11,0
31839,47488,1239,1,0,1,8,3,0.67,0
3006,31632,1620,0,0,1,12,5,0.1,0
21732,11618,3997,0,0,0,17,3,1.87,0
28834,27836,1440,1,1,1,14,1,1.04,0
36851,48103,3597,1,1,1,11,1,0.77,0
1827,44988,4922,1,1,1,7,0,0.04,0
32015,42339,4533,1,0,0,18,2,0.76,0
43079,39940,4204,1,1,1,16,4,1.08,0
15248,33342,1247,0,1,1,17,2,0.46,0
29222,24226,4419,1,0,1,9,2,1.21,0
44270,358,2083,0,1,0,5,2,123.66,0
1073,31889,684,1,0,1,7,0,0.03,0
47591,956,1780,0,0,1,7,3,49.78,0
15677,26626,3752,0,0,1,9,1,0.59,0
20050,3551,1215,0,0,0,14,5,5.65,0
24812,38962,4618,1,1,0,7,3,0.64,0
35304,6599,4706,0,1,0,13,0,5.35,0
3876,17765,3514,1,1,0,16,1,0.22,0
33494,33184,2686,0,1,0,14,5,1.01,0
43678,3421,4514,1,1,1,8,0,12.77,0
13857,27887,4488,0,1,1,6,4,0.5,0
31915,15986,996,1,0,1,7,1,2.0,0
20948,29879,3129,0,1,1,10,1,0.7,0
7267,47023,2679,1,1,0,18,2,0.15,0
29034,18049,1735,0,1,1,16,0,1.61,0
48521,46268,2478,1,0,1,8,3,1.05,0
25150,39080,594,0,1,1,14,3,0.64,0
2065,21504,4169,0,1,1,8,3,0.1,0
46809,14336,123,0,1,0,15,5,3.27,0
31207,40238,198,0,0,1,18,5,0.78,0
5273,44509,3170,1,0,0,14,1,0.12,0
20496,14858,1363,1,0,1,5,3,1.38,0
31136,31501,592,1,0,0,11,0,0.99,0
5631,49952,2224,1,1,0,6,4,0.11,0
22430,5215,3427,0,1,0,10,4,4.3,0
34833,36997,2835,0,0,1,15,4,0.94,0
11156,23618,645,0,1,0,20,3,0.47,0
11996,35692,2026,1,0,1,5,3,0.34,0
15074,20718,1391,0,1,0,15,5,0.73,0
19264,10672,2904,1,1,0,9,0,1.81,0
26881,28401,4010,0,0,0,20,1,0.95,0
41383,30110,1491,1,1,0,19,0,1.37,0
31478,42011,670,1,1,1,18,5,0.75,0
1196,45787,4475,0,0,0,16,4,0.03,0
41615,21129,1525,1,1,0,12,2,1.97,0
40894,394,1844,1,0,0,17,1,103.79,0
49918,8952,269,1,1,1,18,5,5.58,0
17042,41708,4860,0,1,1,17,3,0.41,0
11578,8921,1999,1,0,1,15,2,1.3,0
11925,39101,2687,0,0,1,7,2,0.3,0
30890,49409,167,1,0,0,20,5,0.63,0
19600,23411,3581,0,1,1,14,1,0.84,0
38123,45392,1701,0,1,1,10,1,0.84,0
9039,41619,214,0,1,1,15,0,0.22,0
21951,27110,2301,0,1,1,8,4,0.81,0
23514,2263,2827,1,1,0,13,3,10.39,0
24538,11858,4251,0,0,0,16,2,2.07,0
19186,18231,2058,0,0,1,9,3,1.05,0
47504,42640,956,0,0,1,12,4,1.11,0
32950,20370,3620,0,1,0,20,5,1.62,0
30905,19435,52,0,1,0,18,4,1.59,0
29629,41127,3726,0,0,1,8,2,0.72,0
32477,12852,409,1,1,0,10,1,2.53,0
24067,24862,2565,0,1,1,11,0,0.97,0
37545,16581,4060,1,0,0,20,5,2.26,0
17851,4285,2682,0,1,0,20,3,4.17,0
11969,49408,1784,1,1,0,19,3,0.24,0
19810,36047,2879,1,0,0,19,1,0.55,0
19467,15729,1768,0,1,0,7,4,1.24,0
36865,3570,3948,1,0,0,20,2,10.33,0
15989,8760,3139,1,0,0,17,3,1.83,0
42040,15219,1146,0,1,0,10,0,2.76,0
628,2785,202,0,1,1,9,1,0.23,0
24475,26671,1713,0,1,1,5,5,0.92,0
4832,47183,1834,1,0,0,20,5,0.1,0
30401,33652,4604,0,0,1,11,1,0.9,0
39221,41830,2753,1,1,0,9,1,0.94,0
212,14639,1215,0,0,1,9,5,0.01,0
41349,16929,4622,1,1,0,12,0,2.44,0
40937,14014,3697,0,0,1,15,5,2.92,0
39695,2267,4512,1,0,0,12,2,17.51,0
17633,16942,3084,1,0,0,19,1,1.04,0
7433,23166,2552,0,1,1,18,3,0.32,0
14295,17928,937,0,0,0,8,1,0.8,0
42701,46446,274,0,1,0,5,0,0.92,0
48057,6860,440,1,0,0,17,3,7.01,0
13473,36661,846,1,1,1,12,5,0.37,0
10629,22828,4219,1,0,0,17,0,0.47,0
44315,19827,3329,1,1,1,10,1,2.24,0
24516,16819,4018,1,1,1,11,4,1.46,0
37486,11797,3666,0,1,0,15,2,3.18,0
4358,43148,2651,0,0,0,13,1,0.1,0
14601,22922,1529,0,1,0,13,1,0.64,0
39859,27812,2105,0,0,0,18,2,1.43,0
41060,45003,4460,0,0,1,7,5,0.91,0
48938,43890,2687,0,0,1,8,1,1.12,0
6417,16086,3123,1,0,0,11,1,0.4,0
29643,45935,696,0,1,1,18,1,0.65,0
37018,32792,2431,0,0,1,20,5,1.13,0
21489,26515,2652,0,0,1,15,5,0.81,0
34551,5062,4158,1,0,1,14,3,6.83,0
34127,21284,309,0,1,1,7,4,1.6,0
44407,44087,3367,1,1,0,7,3,1.01,0
17156,9133,1864,0,0,0,19,4,1.88,0
10153,33451,1048,0,1,1,10,1,0.3,0
11715,39472,1948,1,1,1,9,0,0.3,0
8138,48881,1732,0,1,0,16,4,0.17,0
18786,30233,235,1,1,1,19,2,0.62,0
13037,7670,2956,0,1,0,8,5,1.7,0
37581,32406,1129,0,0,1,17,4,1.16,0
16660,41538,3310,1,1,1,18,0,0.4,0
42681,35892,1572,0,1,1,8,2,1.19,0
27721,35519,2197,1,0,1,9,0,0.78,0
2150,18972,3080,0,1,0,11,4,0.11,0
20413,38154,2083,0,0,0,14,0,0.54,0
16964,13862,116,0,0,0,7,5,1.22,0
7785,5326,1870,0,1,1,18,5,1.46,0
5441,9775,4904,1,0,1,7,4,0.56,0
42100,10460,927,1,0,0,18,0,4.02,0
28822,47249,517,0,1,0,15,0,0.61,0
9999,34657,2664,1,1,0,7,5,0.29,0
44545,47986,218,1,0,0,13,3,0.93,0
15797,6456,815,1,0,0,9,3,2.45,0
37511,7060,4760,0,0,0,14,1,5.31,0
36478,35237,986,1,0,1,19,0,1.04,0
20767,26479,4540,1,1,0,20,3,0.78,0
11452,30473,3806,1,0,0,7,3,0.38,0
41167,37924,382,0,1,0,20,3,1.09,0
35467,5424,2247,1,0,0,7,3,6.54,0
21565,34317,3824,1,0,1,11,5,0.63,0
756,11496,3097,1,0,0,12,0,0.07,0
38216,29229,1126,1,0,1,18,0,1.31,0
42157,26370,3568,1,0,0,8,3,1.6,0
31249,16398,3071,0,1,0,11,3,1.91,0
42726,9960,2997,0,0,1,15,0,4.29,0
31205,13676,3109,1,1,1,9,5,2.28,0
29835,28216,2994,1,0,1,13,2,1.06,0
5068,46972,520,0,1,1,18,3,0.11,0
11113,10364,1978,0,1,1,12,2,1.07,0
44646,11086,3744,0,0,1,10,3,4.03,0
44023,16380,444,1,0,0,19,5,2.69,0
8641,39101,4198,1,1,1,20,1,0.22,0
21169,42738,3049,0,1,0,12,0,0.5,0
21484,22764,2412,1,0,1,6,0,0.94,0
18120,18241,75,1,1,1,19,2,0.99,0
39527,26360,3947,0,0,1,9,0,1.5,0
16936,5745,4930,0,1,1,18,4,2.95,0
49771,30728,2639,0,0,1,7,2,1.62,0
16743,14053,1285,1,0,0,18,4,1.19,0
21858,33818,3548,1,1,1,20,4,0.65,0
8531,26067,3460,1,0,1,8,1,0.33,0
32797,18150,77,1,1,1,13,4,1.81,0
32489,35274,682,0,0,0,14,5,0.92,0
16709,21507,2005,1,0,0,14,4,0.78,0
40149,5466,4369,0,0,0,11,0,7.35,0
36023,26867,2791,0,0,1,6,4,1.34,0
49340,21249,4708,0,0,1,10,5,2.32,0
11592,1539,1718,0,1,1,14,5,7.53,0
46396,43472,1087,1,0,0,9,3,1.07,0
30841,28843,651,1,1,1,18,2,1.07,0
21750,31670,4165,1,1,0,6,1,0.69,0
19419,28653,3459,0,1,1,13,0,0.68,0
17329,43199,191,0,1,0,8,5,0.4,0
11373,42035,4803,0,1,0,16,0,0.27,0
9419,10186,2705,1,0,0,14,2,0.92,0
7874,17755,186,1,0,1,10,1,0.44,0
10240,38036,4646,1,1,0,20,1,0.27,0
30493,13336,1397,1,1,1,17,0,2.29,0
8290,30154,1371,0,1,0,20,5,0.27,0
23239,42811,2404,0,0,1,10,4,0.54,0
22550,47903,1722,0,1,1,13,2,0.47,0
6175,41056,779,0,1,1,11,0,0.15,0
25024,26475,3002,0,0,1,5,0,0.95,0
44325,17254,238,0,1,0,11,1,2.57,0
7426,16060,2093,0,0,0,15,0,0.46,0
10543,49670,3111,1,1,0,19,5,0.21,0
1411,31266,3458,0,1,0,16,0,0.05,0
2037,44239,189,1,0,0,12,2,0.05,0
30777,6103,4880,1,0,1,10,2,5.04,0
20179,30725,2638,0,1,0,9,0,0.66,0
26166,39278,345,0,0,0,8,2,0.67,0
13714,1208,4281,0,1,1,9,5,11.35,0
22651,9817,4895,1,0,1,7,1,2.31,0
10763,9240,708,1,1,0,8,2,1.16,0
1833,19564,2242,1,1,1,7,4,0.09,0
7346,8874,234,1,1,0,10,5,0.83,0
22149,13748,3728,1,1,0,6,2,1.61,0
26485,14561,4410,0,0,1,18,5,1.82,0
8985,39425,3950,0,1,1,10,4,0.23,0
30464,16028,465,1,0,0,14,5,1.9,0
8363,25410,65,1,0,1,15,5,0.33,0
18247,39152,4447,0,0,0,6,0,0.47,0
26144,30286,590,1,1,1,13,3,0.86,0
24449,6185,2130,0,1,0,15,1,3.95,0
10418,43416,3910,0,0,0,20,1,0.24,0
24873,1395,336,0,1,1,16,1,17.83,0
40997,27724,1222,1,0,0,7,5,1.48,0
12341,38725,4291,1,0,0,12,2,0.32,0
30524,44183,364,0,0,1,5,5,0.69,0
20482,4528,944,1,0,1,5,3,4.52,0
45230,33531,943,0,0,0,14,3,1.35,0
25035,12887,2809,1,1,0,9,3,1.94,0
31255,7756,864,0,1,0,14,1,4.03,0
28686,22816,2635,1,1,0,9,0,1.26,0
2233,29895,4753,1,1,0,6,2,0.07,0
28576,7585,425,1,1,1,6,2,3.77,0
565,18221,1546,1,0,0,8,5,0.03,0
22749,14049,197,0,0,0,5,0,1.62,0
22225,47321,2801,1,0,1,13,1,0.47,0
2389,18263,4616,1,1,1,5,2,0.13,0
22069,33639,3399,0,0,1,9,4,0.66,0
38026,11174,2432,1,0,0,14,2,3.4,0
27529,21013,4224,0,1,0,11,0,1.31,0
25196,26964,4606,0,0,0,19,2,0.93,0
16480,34959,2530,1,0,0,13,5,0.47,0
35041,31996,2318,0,0,1,5,3,1.1,0
12119,2071,317,0,0,1,19,3,5.85,0
16080,46578,3815,0,1,1,10,5,0.35,0
6657,10663,92,0,1,0,6,3,0.62,0
23073,35345,946,1,0,0,9,3,0.65,0
15304,42127,4471,0,1,1,19,2,0.36,0
19189,38265,1987,0,0,0,11,1,0.5,0
8479,25129,4516,1,0,1,15,2,0.34,0
34458,16346,3725,1,1,0,8,5,2.11,0
11461,43834,2318,1,0,0,13,3,0.26,0
42427,46503,2697,0,0,1,16,1,0.91,0
12039,12716,667,0,1,0,15,4,0.95,0
49916,11853,2954,1,0,1,19,3,4.21,0
26099,43588,2826,1,1,1,9,1,0.6,0
5942,37201,4794,1,1,1,16,4,0.16,0
37299,16496,4412,0,1,1,7,5,2.26,0
18968,25529,2065,1,1,0,6,4,0.74,0
3796,10814,3654,0,1,1,8,4,0.35,0
26466,18951,598,0,0,0,12,3,1.4,0
5568,26374,3239,1,1,0,13,3,0.21,0
49710,7980,2573,1,0,1,5,1,6.23,0
37123,23479,4466,1,0,0,20,1,1.58,0
13652,5434,3054,1,1,0,13,0,2.51,0
47399,34665,2622,1,0,0,18,4,1.37,0
49472,24971,1156,0,0,1,16,0,1.98,0
21698,11759,2492,1,1,1,18,1,1.85,0
29084,25543,2564,1,1,1,13,2,1.14,0
48152,29596,88,0,0,0,5,5,1.63,0
3506,6256,4457,1,1,1,13,3,0.56,0
44806,12442,3550,0,1,1,13,4,3.6,0
8924,8605,488,1,1,1,8,3,1.04,0
30648,15840,2224,1,1,1,17,1,1.93,0
29064,48156,3556,0,1,1,19,1,0.6,0
44648,11578,1741,0,1,0,9,5,3.86,0
49838,22157,891,0,0,1,8,4,2.25,0
18403,16861,158,0,0,1,9,2,1.09,0
29932,40231,4698,0,0,1,10,4,0.74,0
49917,32214,3254,1,0,0,19,1,1.55,0
34431,30816,241,1,1,0,13,4,1.12,0
3767,2512,1065,0,0,1,14,1,1.5,0
19291,42123,1570,1,1,1,15,5,0.46,0
34142,17750,210,0,1,1,10,1,1.92,0
22443,34350,479,0,0,0,19,4,0.65,0
30497,31884,4126,0,0,1,13,2,0.96,0
16335,33080,867,1,0,1,8,1,0.49,0
14844,18282,1422,0,0,1,20,4,0.81,0
40899,26337,4712,0,0,0,8,5,1.55,0
35375,41765,2619,1,1,1,10,2,0.85,0
35960,30079,3991,1,1,0,17,0,1.2,0
29624,26635,269,0,1,1,20,4,1.11,0
12830,43579,27,1,1,1,12,4,0.29,0
9872,26187,4063,0,1,0,19,1,0.38,0
44846,21296,4184,0,1,1,18,0,2.11,0
14603,8093,3443,0,1,1,14,5,1.8,0
29609,25170,4541,1,1,1,5,4,1.18,0
177,12400,242,0,1,1,14,4,0.01,0
36861,19282,1879,1,0,0,19,1,1.91,0
13841,9782,4151,1,1,1,18,1,1.41,0
11776,35323,2785,1,0,1,19,5,0.33,0
1746,17519,2729,0,1,0,10,5,0.1,0
40667,11926,250,0,1,0,10,5,3.41,0
40781,40239,990,1,0,1,19,4,1.01,0
20288,42250,4343,1,0,1,16,1,0.48,0
16854,47787,3005,1,1,1,9,5,0.35,0
5478,21791,759,1,0,0,14,5,0.25,0
22019,35231,4497,1,0,1,6,4,0.62,0
33560,21937,1903,0,0,1,12,5,1.53,0
17020,33887,4368,1,1,0,13,2,0.5,0
49499,27218,3445,1,1,1,8,0,1.82,0
47651,35808,178,1,1,1,6,3,1.33,0
16273,2612,2753,1,1,1,20,3,6.23,0
8555,39384,3892,1,0,0,12,0,0.22,0
2184,35023,1609,1,1,1,6,2,0.06,0
43973,44633,166,1,1,1,5,4,0.99,0
28600,18199,1912,0,1,1,13,5,1.57,0
44846,31777,2893,1,0,0,18,0,1.41,0
33000,38242,1637,0,0,1,19,0,0.86,0
15469,35310,1373,1,1,1,17,3,0.44,0
819,20859,446,1,1,1,15,2,0.04,0
41386,18536,373,1,0,1,15,5,2.23,0
37769,14876,4044,0,1,1,17,5,2.54,0
43257,20159,350,0,1,1,5,5,2.15,0
45545,3083,704,0,0,0,17,5,14.77,0
12722,37712,906,0,1,1,7,5,0.34,0
2635,35268,743,1,1,0,9,0,0.07,0
20403,2122,3209,1,1,0,17,0,9.61,0
46528,49674,4283,1,0,1,5,3,0.94,0
5854,6607,3024,0,1,0,19,1,0.89,0
36356,30666,1084,0,1,1,6,5,1.19,0
41471,13226,2809,1,0,0,12,4,3.14,0
14960,25248,10,1,1,0,12,4,0.59,0
38509,12823,1569,1,0,0,12,1,3.0,0
20335,44471,1646,1,0,0,5,2,0.46,0
21194,6654,4312,1,0,1,14,2,3.19,0
39814,8980,3148,0,0,0,20,2,4.43,0
23899,18847,312,1,1,0,15,0,1.27,0
47348,21156,2416,1,1,1,17,4,2.24,0
39024,110,2972,1,1,0,19,1,354.76,0
35376,9456,4779,1,0,1,7,3,3.74,0
25877,10994,376,0,0,0,20,3,2.35,0
16554,24351,774,1,0,1,9,4,0.68,0
40443,43128,1738,0,0,0,15,4,0.94,0
30952,15543,398,1,0,0,18,4,1.99,0
8835,9446,1336,1,1,0,7,1,0.94,0
36699,35503,1319,1,0,1,13,4,1.03,0
15763,16827,269,1,1,1,6,3,0.94,0
47165,18841,456,1,0,0,7,2,2.5,0
36081,23869,1378,0,1,1,12,1,1.51,0
45055,20961,1981,1,0,0,15,4,2.15,0
40150,13364,1269,1,0,1,11,5,3.0,0
40673,3033,2046,1,1,1,17,2,13.41,0
11787,23214,1815,1,1,0,16,4,0.51,0
20274,15620,3422,0,1,0,19,5,1.3,0
19585,43367,2966,1,1,0,10,0,0.45,0
576,32991,3174,1,1,0,18,0,0.02,0
45548,6204,3209,1,1,1,20,0,7.34,0
8703,20780,1509,1,1,0,8,1,0.42,0
19405,20108,2186,0,0,0,8,1,0.97,0
6200,45711,4571,0,0,0,17,2,0.14,0
11547,38647,2576,0,0,0,8,2,0.3,0
6097,13335,765,1,1,1,16,3,0.46,0
11805,16611,4160,1,1,0,10,0,0.71,0
8640,49441,2157,0,0,0,12,1,0.17,0
22509,49241,2331,0,1,0,6,5,0.46,0
44893,2172,2050,1,0,0,12,2,20.67,0
20526,20537,2310,1,1,0,7,1,1.0,0
1837,6444,99,1,1,0,17,4,0.29,0
7068,40834,4516,1,1,1,16,2,0.17,0
16401,41730,2857,0,0,1,12,0,0.39,0
2820,23207,918,0,0,1,15,1,0.12,0
27113,6059,4623,0,0,0,14,1,4.47,0
26952,48582,831,1,0,1,7,5,0.55,0
35109,38001,2837,0,0,0,9,0,0.92,0
20192,28672,3693,0,1,1,10,2,0.7,0
22813,36729,16,0,0,1,8,1,0.62,0
14887,21368,78,0,0,0,16,2,0.7,0
9123,41958,894,1,1,1,15,3,0.22,0
1411,23614,4219,1,0,1,6,1,0.06,0
33779,8731,4002,0,0,1,6,2,3.87,0
2313,25086,4289,1,1,1,14,4,0.09,0
39771,16563,1970,0,1,1,17,0,2.4,0
33193,23982,731,0,0,1,6,2,1.38,0
1801,4244,3049,1,1,1,7,5,0.42,0
32572,46919,108,0,0,1,19,3,0.69,0
45,16893,3714,0,1,1,11,5,0.0,0
48628,40214,4100,0,1,0,6,5,1.21,0
27449,38344,2812,0,1,1,14,3,0.72,0
10967,21831,195,1,1,0,8,1,0.5,0
28697,19643,3394,1,1,0,15,1,1.46,0
41165,613,3589,1,0,0,11,4,67.15,0
48854,18870,1323,1,1,1,13,0,2.59,0
35553,7952,794,0,0,0,13,1,4.47,0
33107,17346,507,1,0,0,6,1,1.91,0
41883,37455,3117,0,0,1,16,1,1.12,0
7274,12773,4725,1,1,0,13,3,0.57,0
39105,4080,1180,0,1,0,14,1,9.58,0
43835,1948,3168,0,0,1,7,1,22.5,0
43558,30134,2808,1,1,1,10,0,1.45,0
3254,36104,4789,0,1,1,5,3,0.09,0
23047,4092,1330,0,0,1,9,1,5.63,0
35765,9188,2399,1,0,0,19,3,3.89,0
37882,45569,3280,1,1,0,10,1,0.83,0
24829,35656,3775,1,0,1,15,0,0.7,0
22196,6072,4635,0,1,1,14,0,3.66,0
25242,11086,3315,1,1,0,15,1,2.28,0
40055,24556,331,0,1,1,19,0,1.63,0
27311,43590,2494,1,0,1,12,5,0.63,0
9630,32609,3430,0,1,1,12,0,0.3,0
32093,46604,2396,0,0,0,18,0,0.69,0
48301,29478,3477,1,1,1,20,0,1.64,0
22253,46850,2278,0,0,0,9,5,0.47,0
45121,9388,1847,1,1,0,16,2,4.81,0
24349,44906,3471,1,0,1,11,3,0.54,0
21243,40095,1607,1,1,0,12,2,0.53,0
48388,467,1833,1,0,1,12,1,103.61,0
44453,21951,4132,1,1,0,9,2,2.03,0
7434,13908,1248,1,0,0,19,1,0.53,0
14411,15862,4428,0,0,1,16,3,0.91,0
37845,48599,2327,0,0,1,11,2,0.78,0
27783,6421,4966,1,1,1,13,3,4.33,0
34871,37043,2377,1,0,0,12,2,0.94,0
5314,47670,4965,0,0,1,13,3,0.11,0
21748,12929,1665,1,1,1,10,0,1.68,0
15218,17362,805,1,0,1,7,4,0.88,0
5291,46200,2363,1,1,1,10,4,0.11,0
1189,11281,4016,1,0,1,15,3,0.11,0
45666,32473,427,0,1,1,8,3,1.41,0
15583,8566,1265,1,0,0,18,4,1.82,0
4312,36218,2276,1,0,0,14,0,0.12,0
29506,25137,3825,1,1,1,7,3,1.17,0
35386,38218,45,1,0,0,8,0,0.93,0
49428,18193,4993,0,1,0,13,4,2.72,0
43832,42902,195,1,0,1,17,1,1.02,0
8087,46735,598,1,0,1,17,4,0.17,0
16420,45480,2455,0,1,1,18,5,0.36,0
35605,12222,1271,1,1,1,16,2,2.91,0
19620,40531,4705,0,1,0,17,1,0.48,0
386,34875,4670,0,1,0,17,2,0.01,0
46236,49227,1839,0,1,0,11,0,0.94,0
1618,31322,1720,0,1,1,19,5,0.05,0
5405,39147,2964,1,0,0,17,2,0.14,0
31281,27939,1739,0,0,0,5,1,1.12,0
25375,44603,846,1,0,0,19,2,0.57,0
12259,24754,3540,1,1,1,18,5,0.5,0
21594,22031,4148,0,0,1,9,2,0.98,0
35771,12768,3301,0,1,0,15,3,2.8,0
13355,49456,4900,1,1,0,7,0,0.27,0
16897,32759,2639,0,0,0,13,0,0.52,0
44582,37914,733,0,1,1,12,4,1.18,0
14087,28360,1156,1,1,0,14,2,0.5,0
4207,42589,1801,1,1,1,19,3,0.1,0
12508,13766,2047,0,1,1,18,5,0.91,0
33715,44624,1558,0,0,1,19,4,0.76,0
855,4799,2260,1,1,0,5,4,0.18,0
2119,35377,1773,1,0,1,15,0,0.06,0
1059,38854,1903,1,0,1,8,1,0.03,0
16738,47382,3482,0,1,0,8,2,0.35,0
18650,22713,2464,0,0,1,13,1,0.82,0
49474,25700,4909,0,1,1,5,3,1.93,0
17292,16313,2193,0,0,1,17,0,1.06,0
44011,29856,1006,0,1,1,5,2,1.47,0
42468,28244,3336,0,1,1,6,0,1.5,0
34609,27860,3596,0,0,1,8,3,1.24,0
5306,3216,517,1,0,1,11,2,1.65,0
7705,49472,1270,1,1,1,9,0,0.16,0
12824,17182,626,0,0,0,20,1,0.75,0
7777,21452,2864,1,1,1,10,2,0.36,0
29273,2844,341,1,0,0,15,0,10.29,0
44978,37097,3214,1,0,1,18,2,1.21,0
34256,49057,4380,0,1,1,9,0,0.7,0
19614,23309,1476,0,0,1,16,5,0.84,0
1985,35155,514,1,1,1,7,2,0.06,0
11806,36504,3203,0,1,1,10,5,0.32,0
35303,8637,2021,1,1,0,18,5,4.09,0
29747,14585,2042,1,1,0,18,5,2.04,0
4537,28722,336,1,0,1,10,2,0.16,0
44996,25345,4358,1,1,1,13,2,1.78,0
30843,4929,2911,0,1,1,11,1,6.26,0
31116,8512,4368,1,0,1,9,1,3.66,0
2726,40718,3909,0,1,1,9,1,0.07,0
46922,36677,776,1,0,0,12,0,1.28,0
31213,29943,3063,0,1,1,8,1,1.04,0
16501,33623,1425,1,0,1,7,2,0.49,0
13090,17636,2204,1,1,1,8,5,0.74,0
2873,367,4804,1,1,1,20,5,7.83,0
6157,6964,2306,0,0,1,10,4,0.88,0
11757,31869,129,0,1,0,5,1,0.37,0
6876,43162,877,1,0,1,11,2,0.16,0
49080,47944,1514,1,1,0,5,5,1.02,0
11414,44209,2143,0,1,0,7,4,0.26,0
9060,49210,1413,1,1,1,17,1,0.18,0
8676,48502,2590,0,1,1,18,1,0.18,0
49888,45704,323,1,0,0,6,3,1.09,0
32224,4893,4875,1,1,0,15,3,6.59,0
49270,48459,1482,1,0,0,14,0,1.02,0
4638,6841,1250,0,1,0,20,5,0.68,0
35318,11561,2597,1,0,1,10,0,3.05,0
26966,15754,4911,1,1,0,17,0,1.71,0
36021,456,1651,1,0,1,17,5,78.99,0
27794,23184,4005,0,0,0,7,5,1.2,0
29046,7943,3572,1,1,1,8,0,3.66,0
30228,1201,650,1,0,1,9,5,25.17,0
28096,34465,376,1,1,1,20,0,0.82,0
12307,28463,2735,1,1,1,19,3,0.43,0
27059,36289,1646,0,1,0,12,0,0.75,0
41302,33174,3429,0,1,1,9,4,1.25,0
39238,7625,149,1,1,1,19,3,5.15,0
5564,25229,1633,1,0,0,9,5,0.22,0
39428,49477,4502,1,1,0,9,2,0.8,0
6591,597,3373,1,1,0,8,4,11.04,0
46078,15964,183,1,0,1,11,0,2.89,0
35049,6604,4230,1,1,1,11,0,5.31,0
8183,38701,218,0,1,0,14,4,0.21,0
27731,38462,4863,1,1,1,12,2,0.72,0
47830,16787,234,1,1,0,11,4,2.85,0
1932,46921,3195,0,1,0,16,2,0.04,0
9683,11590,1663,0,0,1,9,0,0.84,0
797,35995,4015,1,1,0,6,3,0.02,0
7186,12719,1126,1,0,1,20,2,0.56,0
2801,35876,4425,1,0,1,7,2,0.08,0
3672,16189,3110,0,0,0,18,2,0.23,0
17869,40994,2012,0,0,1,6,5,0.44,0
36944,13519,1117,0,1,0,9,4,2.73,0
13460,39119,2335,1,1,0,10,2,0.34,0
15829,46591,1830,0,1,1,12,4,0.34,0
5567,16241,3445,1,1,0,20,1,0.34,0
30385,49274,2137,1,1,0,12,2,0.62,0
44122,2240,4761,0,0,1,11,4,19.7,0
14793,21350,4327,0,1,1,17,1,0.69,0
